	Eternal Living Fragrance,万古生香,ばんこしょうかおり
Kinou wa Subete Kaesareru,昨日はすべて返される,きのうはすべてかえされる
Kinou wa...,昨日は・・・,きのうは
Kinpaku no Hero,緊迫の英雄(ヒーロー),きんぱくのえいゆうひーろー
Kinpaku no Hero,緊迫の英雄(ヒーロー),きんぱくのえいゆうひーろー
Kinrou Kansha no Hi,勤労感謝の灯,きんろうかんしゃのあかり
Kinsei no Dance,金星のダンス,きんぼしのだんす
Kinsei no Dance,金星のダンス,きんぼしのだんす
Kinsei no Dance,金星のダンス,きんぼしのだんす
Kinsei,金星,かなぼし
Kinshijaku no Rondo,金糸雀のロンド,かなりあのろんど
Kinsho no Noraneko ga Zenzen Natsukanai yo,近所の野良猫が全然なつかないよ,きんじょののらねこがぜんぜんなつかないよ
Kintama Kira Kira Kinyoubi☆,キンタマキラキラ金曜日☆,きんたまきらきらきんようび
Kintama no Daibouken,金太の大冒険,きんたのだいぼうけん
Kintarou o Sabaite Sashimi ni Suru Uta,金太郎を捌いて刺身にする歌,きんたろうをさばいてさしみにするうた
Kinyoubi no Ohayou,金曜日のおはよう,きんようびのおはよう
Kinyoubi no Ohayou,金曜日のおはよう,きんようびのおはよう
Kinyoubi no Ohayou,金曜日のおはよう,きんようびのおはよう
Kinyoubi no Ohayou,金曜日のおはよう,きんようびのおはよう
Kinyoubi no Ohayou,金曜日のおはよう,きんようびのおはよう
Kinzoku Youkai-sei Bakeneko,金属溶解型化け猫,きんぞくようかいがたばけねこ
Kioku no Bannin,記憶の番人,きおくのばんにん
Kioku no Sekai no Mitodokebito,記憶の世界の見届け人,きおくのせかいのみとどけじん
Kioku Soushitsu ~Mirai wa Subete no Kako no Ue ni~,記憶喪失 ー未来はすべての過去の上にー,きおくそうしつーみらいはすべてのかこのうえにー
Kioku to Coffee,記憶とコーヒー,きおくとこーひー
Kionshouja no Kane no Koe,祇園精舎の鐘の声,ぎおんしょうじゃのかねのこえ
Kira and Stardust,キラと星屑,きらとほしくず
Kira Kira Hoshi wo Ageru yo,きらきら星をあげるよ,きらきらぼしをあげるよ
Kiraboshi Fairy Tale,綺羅星フェアリーテール,きらぼしふぇありーてーる
Kiraboshi Fairy Tale,綺羅星フェアリーテール,きらぼしふぇありーてーる
Kirai na Felt,嫌いなフェルト,きらいなふぇると
Kirakira Hoshi,きらきら星,きらきらぼし
Kirakira na Nichijō,キラキラな日常,きらきらなにちじょう
Kirameki o Mitsumete,キラメキを見つめて,きらめきをみつめて
Kirameki o Mitsumete,キラメキを見つめて,きらめきをみつめて
Kirameki,煌,煌
Kirari ☆ = Hoshi no Melody,キラリ☆=星のメロディー,きらりほしのめろでぃー
Kirawanemono,嫌われもの,きらわれもの
Kiraware Mob Ko,嫌われモブ子,きらわれもぶこ
Kirawaremono no Theme,嫌われ者のテーマ,きらわれもののてーま
Kirawaremono no Uta,嫌われ者の詩,きらわれもののし
Kirawaremono no Uta,嫌われ者の詩,きらわれもののし
Kirawareta kari no Patricia,嫌われたがりのパトリシア,きらわれたがりのぱとりしあ
Kirche of Chaos,混濁のキルヒェ,こんだくのきるひぇ
Kirei na Kimochi,素敵な気持ち,すてきなきもち
Kirei na Te,きれいな手,きれいなしゅ
Kiri no Autocratoria,霧のアフトクラトリア,きりのあふとくらとりあ
Kiri no Jukai Elissnisie,霧の樹海エリスニーシェ,きりのじゅかいえりすにーしぇ
Kiri no Osakai to Boku no Tanjoubi,霧のお茶会と僕の誕生日,きりのおちゃかいとぼくのたんじょうび
Kirikami,切り紙,きりし
Kirikami,切り紙,きりし
Kirisaite Utau,切リ裂イテ唄ウ,きり裂いてうたう
Kirisaite Utau,切リ裂イテ唄ウ,きり裂いてうたう
Kirisame Light,霧雨ライト,きりさめらいと
Kiritan de Omae o 8759632145-kai Bunnaguru,きりたんでお前を8759632145回ぶん殴る,きりたんでおまえをかいぶんなぐる
Kiritan Wants to Battle Online Endlessly,永遠にゲームで対戦したいキリタン,えいえんにげーむでたいせんしたいきりたん
Kiritan Wants to Battle Online Endlessly,永遠にゲームで対戦したいキリタン,えいえんにげーむでたいせんしたいきりたん
Kiritanpo o Kue,きりたんぽを喰え,きりたんぽをくえ
Kiriyuki Bus ni Notte,霧行きバスに乗って,きりいきばすにのって
Kiru Mi,切ル身,せつるみ
Kisaragi Chocolat,如月ショコラ,きさらぎしょこら
Kisei Jijitsu -Tantei-ban-,既成事実 -暫定版-,きせいじじつざんていばん
Kisei Jijitsu Medley,既成事実メドレー,きせいじじつめどれー
Kisei,帰星,きぼし
Kisei,祈声,いのこえ
Kiseki No Requiem,奇跡ノ鎮魂歌,きせきのちんこんか
Kiseki no Tsudzuki,キセキの続き,きせきのつづき
Kiseki Star,軌跡スター,きせきすたー
Kisetsu no Machi o,季節の街を,きせつのまちを
Kisetsu no naka e,季節の中へ,きせつのなかへ
Kisetsu no naka e,季節の中へ,きせつのなかへ
Kisetsu no naka e,季節の中へ,きせつのなかへ
Kisetsu no naka e,季節の中へ,きせつのなかへ
Kisetsu no Owari ni Kimi wo Omou,季節の終わりに君を想フ,きせつのおわりにきみをそうふ
Kisetsu wa Sugite,季節は過ぎて,きせつはすぎて
Kisetsu wa Tsugitsugi Shinde Iku,季節は次々死んでいく,きせつはつぎつぎしんでいく
Kisetsu wa Tsugitsugi Shinde Iku,季節は次々死んでいく,きせつはつぎつぎしんでいく
Kisetsu wa Tsugitsugi Shinde Iku,季節は次々死んでいく,きせつはつぎつぎしんでいく
Kisetsu wa Tsugitsugi Shindeiku,季節は次々死んでいく,きせつはつぎつぎしんでいく
Kisetsu wa Tsugitsugi Shindeiku,季節は次々死んで行く,きせつはつぎつぎしんでいく
Kisetsu wa Tsugitsugi Shindeiku,季節は次々死んで行く,きせつはつぎつぎしんでいく
Kisetsu-sei Abstract,季節性アブストラクト,きせつせいあぶすとらくと
Kishi Bajin Zakuro,鬼子母神ザクロ,きしもじんざくろ
Kishi kōshinkyoku,騎士行進曲,きしこうしんきょく
Kishikan,既視浴,すんでしよく
Kishin,鬼神,きじん
Kishinda Yume to Marionette,軋んだ夢と糸繰人形,きしんだゆめといとくりにんぎょう
Kisou Honnou,帰想本能,きそうほんのう
Kisoukyou,奇想郷,きそうさと
Kisoukyou,奇想郷,きそうさと
Kisoukyou,奇想郷,きそうさと
Kiss the Villain,悪役にキスシーンを,あくやくにきすしーんを
Kisuisen,黄水仙,きずいせん
Kita 18-jou,北18条,きたじゅうはちじょう
Kita e iku uta,北へ行く歌,きたへいくうた
Kita e,北へ,きたへ
Kita o Yuke,北を往け,きたをゆけ
Kita Wing,北ウイング,きたういんぐ
Kita Wing,北ウイング,きたういんぐ
Kitai Anchijo,期待安置所,きたいあんちしょ
Kitai Hazure no Spotlight,期待外れのスポットライト,きたいはずれのすぽっとらいと
Kitai Hazure no Spotlight,期待外れのスポットライト,きたいはずれのすぽっとらいと
Kitakarasuyama Denpa Girl,北鴉山電波ガール,きたからすやまでんぱがーる
Kitakaze no Routes,北風のルーツ,きたかぜのるーつ
Kitakaze Sunset,北風サンセット,きたかぜさんせっと
Kitaku Uta,帰宅歌,きたくか
Kitchen de Kappa ga Tanishi Yude Teru,キッチンでカッパがタニシ茹でてる,きっちんでかっぱがたにしゆでてる
Kitchen de Kappa ga Tanishi Yudeteru,キッチンでカッパがタニシ茹でてる,きっちんでかっぱがたにしゆでてる
Kitigai Tea Party,気狂いティーパーティー,きちがいてぃーぱーてぃー
Kitoushi,奇刀師,きがたなし
Kitsune Biyori,狐日和,きつねひより
Kitsune Dakaratte Aburage ga Suki to wa Kagiranai,キツネだからってあぶらげが好きとは限らない,きつねだからってあぶらげがすきとはかぎらない
Kitsune no Nikkichou,狐の日記帖,きつねのにっきじょう
Kitsune no Shoujo to Suzu no Oto,狐の少女と鈴の音,きつねのしょうじょとすずのね
Kitsune onago Luka,狐女琉火,きつねおんなりゅうひ
Kitsune,孤,こ
Kitto Boku wa Uso wo Tsuki,きっと僕は嘘を付く,きっとぼくはうそをつく
Kitto Bokura wa Haru o Mukae ni,きっと僕らは春を迎えに,きっとぼくらははるをむかえに
Kitto Kimi wa Emerald,きっと君はエメラルド,きっときみはえめらるど
Kitto Kimi wa Konai,きっと君は来ない,きっときみはこない
Kitto Kono Inochi ni Imi wa Nakatta,きっとこの命に意味は無かった,きっとこのいのちにいみはなかった
Kitto Kono Inochi ni Imi wa Nakatta,きっとこの命に意味は無かった,きっとこのいのちにいみはなかった
Kitto Kono Inochi ni Imi wa Nakatta,きっとこの命に意味は無かった,きっとこのいのちにいみはなかった
Kitto Kono Inochi ni Imi wa Nakatta,きっとこの命に意味は無かった,きっとこのいのちにいみはなかった
Kitto Mata Actor wa Odotta Mama,きっとまだアクターは踊ったまま,きっとまだあくたーはおどったまま
Kitto Sugoshi Yasui Ichinichi ni Naru Koto Deshou.,きっと過ごしやすい1日になることでしょう。,きっとすごしやすいついたちになることでしょう
Kitto Sugoshi Yasui Ichinichi ni Naru Koto Deshou.,きっと過ごしやすい1日になることでしょう。,きっとすごしやすいついたちになることでしょう
Kitto Tabi wa Tsuzuite Iku,きっと旅は続いていく,きっとたびはつづいていく
Kiwoku,記憶-キヲク-,きおくきをく
Kiyoshiko no Yoru ~ Jingle Bells,きよしこの夜ージングルベル,きよしこのよるーじんぐるべる
Kiza no Senritsu,刻の旋律,こくのせんりつ
Kizasu Kokoro o,萌す心を,きざすこころを
Kizu Toshi x Kizu Onna,傷年×傷女,きずねんかけるきずおんな
Kizu-darake no Monster,傷だらけのモンスター,きずだらけのもんすたー
Kizudarake no Blue Moon,傷だらけのブルームーン,きずだらけのぶるーむーん
Kizugasane,傷重ね,きずかさね
Kizuguchi Salt,傷口ソルト,きずぐちそると
Kizuita,気付いた,きづいた
Kizuite yo ne !,気づいてよね!,きづいてよね
Kizuite,気付いて,きづいて
Kizuiteru Desho?,気づいてるでしょ?,きづいてるでしょ
Kizukanai Uchi ni Aho Girlngo no Uta ga Fafnerngo ni Naru,気づかないうちにアホガールんごのうたがファフナーンゴになる,きづかないうちにあほがーるんごのうたがふぁふなーんごになる
Kizukeba Dare mo Inainda,気付けば誰もいないんだ,きづけばだれもいないんだ
Kizukeba Dare mo Inainda,気付けば誰もいないんだ,きづけばだれもいないんだ
Kizukeba Getsuyoubi,気付けば月曜日,きづけばげつようび
Kizumono Labyrinth,傷物ラビリンス,きずものらびりんす
Kizumono Labyrinth,傷物ラビリンス,きずものらびりんす
Kizuna ga Tsumugu Partita,絆がつむぐパルティータ,きずながつむぐぱるてぃーた
Kizuna o Dakishimete,絆を抱きしめて,きずなをだきしめて
Kizuna Ranbu ~Sakura Uta~,絆乱舞ー櫻歌ー,きずならんぶーさくらかー
Kizuna to Yorokobi o Kimi to,絆と喜びを君と,きずなとよろこびをきみと
Kizuna Tsunagu Starry Sky,キズナ繋ぐスターリースカイ,きずなつなぐすたーりーすかい
Kizuna Tsunagu Starry Sky,キズナ繋ぐスターリースカイ,きずなつなぐすたーりーすかい
Kizuna Tsunagu Starry Sky,キズナ繋ぐスターリースカイ,きずなつなぐすたーりーすかい
Kleine Levin Syndrome,眠り姫症候群,ねむりひめしょうこうぐん
Kleinsche Fenster,クラインの窓,くらいんのまど
Klotho's spinning wheel,クロートーの糸車,くろーとーのいとぐるま
Knife ga Sabite Oreru Mae ni,ナイフが錆びて折れる前に,ないふがさびておれるまえに
Knife to Watashi,ナイフと私,ないふとわたし
Knowledgist,知本家,ちもとか
Ko dou,鼓 動,つづみどう
Ko Isu Kitan,古椅子綺譚,こいすあやぎぬたん
Ko no Me Doki no Sora,木の芽時の空,きのめじのそら
Ko no Me Doki no Sora,木の芽時の空,きのめじのそら
Ko no Shoumei o,個の証明を,このしょうめいを
Ko Taberungo no Uta,小たべるんごのうた,しょうたべるんごのうた
Koakuma Beam,小悪魔ビーム,こあくまびーむ
Koakuma Beam,小悪魔ビーム,こあくまびーむ
Koakuma Candy Pot,小悪魔キャンディポット,こあくまきゃんでぃぽっと
Koakuma Egao to Wagamama Body,小悪魔笑顔とワガママボディー,こあくまえがおとわがままぼでぃー
Koakuma Kaito Arsene,小悪魔怪盗アルセーヌ,こあくまかいとうあるせーぬ
Koakuma Kaito Arsene,小悪魔怪盗アルセーヌ,こあくまかいとうあるせーぬ
Kobi to Edzuke,媚びと餌付け,こびとえづけ
Kobi to Ezuke,媚びと餌付け,こびとえづけ
Kobore Uta,零レ唄,れいれうた
Koboreta Namida wa Zunda no Aji ga Suru,零れた涙はずんだの味がする,こぼれたなみだはずんだのあじがする
Kobuta no Dance,子豚のダンス,こぶたのだんす
Kocchi Muite Onii-chan,こっち向いてお兄ちゃん,こっちむいておにいちゃん
Kocchi o Muite,こっちを向いて,こっちをむいて
Kochi Mitsu Koiasobimeron,東風三ツ戀遊女論,こちみっつ戀ゆうじょろん
Kochiragawa e Youkoso,こちら側へようこそ,こちらがわへようこそ
Kochou no Mimesis,胡蝶のミメシス,こちょうのみめしす
Kodai Heisei Girls Opinion,古代平成ガールズオピニオン,こだいへいせいがーるずおぴにおん
