○○は受信機なんです,○○はじゅしんきなんです
硝子トラジディ,がらすとらじでぃ
ガラスの糸,がらすのいと
ガラスの傷,がらすのきず
硝子の月,がらすのつき
硝子の瞳,がらすのひとみ
硝子星,がらすぼし
ガラパゴス,がらぱごす
ガランド,がらんど
ガランドウ,がらんどう
ガリバーフライト,がりばーふらいと
がれきいやどす,がれきいやどす
ガレージ革命／ナイト＆ナイト,がれーじかくめい　ないと＆ないと
ガンガンがんばリンク!!,がんがんがんばりんく!!
揵闥婆城奇譚,がんだるばじょうきたん
ガンバラナックチャ,がんばらなっくちゃ
がんばれドリーマー！,がんばれどりーまー
願望水溶液,がんぼうすいようえき
ガーデンツアー,がーでんつあー
ガーネットフォスファ,がーねっとふぉすふぁ
ガーネットローズ,がーねっとろーず
ガーベラディジー,がーべらでぃじー
ガーリィファッション,がーりぃふぁっしょん
ガーリックステーキ,がーりっくすてーき
ガールズインターハイ,がーるずいんたーはい
ガールズエンドルーズ,がーるずえんどるーず
ガールズトーク,がーるずとーく
ガールズフレンドシップ,がーるずふれんどしっぷ
ガールズライフ,がーるずらいふ
ガールフレンド・イン・ブルー,がーるふれんどいんぶるー
黄色いコートローラー,きいろいこーとろーらー
消えた極楽鳥,きえたごくらくちょう
消えた夏の夢,きえたなつのゆめ
消えちまえ,きえちまえ
消えてしまえたならいいのに、なんて,きえてしまえたならいいのになんて
消えてゆく、君のうた声,きえてゆく、きみのうたごえ
消えてる放射線,きえてるほうしゃせん
消えない未来（あした）,きえないあした
キエナイイタミ,きえないいたみ
キエナイオレンジ,きえないおれんじ
消えないオレンジ,きえないおれんじ
消えない記憶,きえないきおく
消えない傷痕,きえないきずあと
消えない花火,きえないはなび
きえないひとみ。,きえないひとみ。
消えない星空,きえないほしぞら
消えゆくあなたへ,きえゆくあなたへ
消えるメモリー,きえるめもりー
消えろ,きえろ
キオク/ako,きおく
記憶消失,きおくしょうしつ
記憶と記録,きおくときろく
記憶ノ欠片,きおくのかけら
キオクノシズク,きおくのしずく
記憶の旋律,きおくのせんりつ
記憶の森と白い猫,きおくのもりとしろいねこ
キオクリジェクト,きおくりじぇくと
機械仕掛けの言霊,きかいじかけのことだま
キカイ仕掛けの謎刻《ナゾトキ》,きかいじかけのなぞとき
機械仕掛けの渡り鳥,きかいじかけのわたりどり
キカイトにしてあげます,きかいとにしてあげます
機械の花サナトリウム,きかいのはなさなとりうむ
機械の花ラボラトリ,きかいのはならぼらとり
機械ハイジ,きかいはいじ
幾何学模様の少女,きかがくもようのしょうじょ
期間限定ガール,きかんげんていがーる
起臥に、栞。,きがにしおり
桔梗の涙,ききょうのなみだ
聞き分け厨聖徳太子テスト,ききわけちゅうしょうとくたいしてすと
きくおミク,きくおみく
菊葬,きくそう
-菊月-,きくづき
奇狂病,きぐるいびょう
機嫌,きげん
帰玄,きげん
紀元の樹海,きげんのじゅかい
キコエマスカ,きこえますか
キコの愛した理想論,きこのあいしたりそうろん
キコの患者,きこのくらんけ
キササゲ,きささげ
貴様の喉に牙を向け、我が賛嘆を呉れてやる。,きさまののどにきばをむけ、わがさんたんをくれてやる。
如月つな,きさらぎつな
萌す心を,きざすこころを
騎士道,きしどう
鬼子母神ザクロ,きしぼじんざくろ
既視未来,きしみらい
汽車とキセル,きしゃときせる
汽車の窓が映す恋,きしゃのまどがうつすこい
キジムナー,きじむなー
鬼城,きじょう
鬼人,きじん
キス・ミー,きすみー
傷痕,きずあと
キズアト,きずあと
キズナ/よし屋P,きずな
絆,きずな
キズナ/詩唄＆pancyo＆nus,きずな
帰星,きせい
規制されるような恋したい,きせいされるようなこいしたい
キセキ,きせき
*キセキ*,きせき
奇跡さえも,きせきさえも
キセキノキセキ,きせきのきせき
奇跡ノ翼,きせきのつばさ
キセキの年,きせきのとし
奇跡の灯火,きせきのともしび
奇跡の魔法,きせきのまほう
奇跡の行方,きせきのゆくえ
季節外れの僕をよろしく,きせつはずれのぼくをよろしく
季節巡り,きせつめぐり
季節もの,きせつもの
気絶,きぜつ
奇想郷,きそうきょう
奇想天街,きそうてんがい
喜族の嗜み,きぞくのたしなみ
帰宅のテーマ,きたくのてーま
キタナツカゼ,きたなつかぜ
北乃友利＠ゆーりん,きたのともとし
北別府,きたべっぷ
北森劇場,きたもりげきじょう
きたるべき世界,きたるべきせかい
気狂いティーパーティー,きちがいてぃーぱーてぃー
キッカと浅葱色の劇場,きっかとあさぎいろのげきじょう
喫茶うなのす,きっさうなのす
きっず・りたーん,きっず・りたーん
キッチン五ツ星,きっちんいつつぼし
きっと……,きっと……
きっとこの命に意味は無かった,きっとこのいのちにいみはなかった
きっとこの場所で,きっとこのばしょで
キットサクラ咲ク！,きっとさくらさく！
キットタウン,きっとたうん
きっと僕らは春を迎えに,きっとぼくらははるをむかえに
キツネ、雨傘物語,きつね、あまがさものがたり
キツネツキ・ラブレイン,きつねつきらぶれいん
きつねのうた,きつねのうた
狐の森,きつねのもり
狐花,きつねばな
キツネ目のあの子,きつねめのあのこ
汽笛,きてき
きとんて～る☆ -コネコノキモチ-,きとんて～る☆ -こねこのきもち-
キドアイラク,きどあいらく
軌道エレベータ,きどうえれべーた
機動戦士リンダモ,きどうせんしりんだも
軌道ソノリティ,きどうそのりてぃ
気にしないで,きにしないで
気になるあいつは怪獣少年,きになるあいつはかいじゅうしょうねん
記念日花火,きねんびはなび
昨日今日明日ループ,きのうきょうあしたるーぷ
昨日にお別れ,きのうにおわかれ
昨日の食事,きのうのしょくじ
昨日のベンチ,きのうのべんち
昨日は…,きのうは
昨日見た夢,きのうみたゆめ
昨日夢を見たんだよ,きのうゆめをみたんだよ
キノシタ,きのした
樹人,きひと
喜兵衛,きへえ
詭弁／青春シンパシヰ,きべん/せいしゅんしんぱしい
希望観測論,きぼうかんそくろん
希望的幸福論,きぼうてきこうふくろん
希望のうた,きぼうのうた
希望の空,きぼうのそら
幾望の月,きぼうのつき
希望のテラリウム,きぼうのてらりうむ
希望の音色,きぼうのねいろ
キボウノヒカリ,きぼうのひかり
鬼魔,きま
気まぐれなネコ,きまぐれなねこ
キマシタワー,きましたわー
キマシタワー！,きましたわー！
キマジメ少女のアカルイ未来計画,きまじめしょうじょのあかるいみらいけいかく
君、空、紙飛行機。,きみ、そら、かみひこうき
キミ以上、ボク未満。,きみいじょう、ぼくみまん。
キミ色キャンバス,きみいろきゃんばす
キミイロ好奇心,きみいろこうきしん
君色に咲く。,きみいろにさく
君色花火,きみいろはなび
キミイロ花火,きみいろはなび
キミイロラベンダー,きみいろらべんだー
キミイロレインボウ,きみいろれいんぼう
君想フ -smile again-,きみおもふ
君思ヲ,きみおもを
君が生きてなくてよかった,きみがいきてなくてよかった
君がいた街,きみがいたまち
君がいなくなった日,きみがいなくなったひ
キミがいる,きみがいる
君がいること,きみがいること
君が気付けるように,きみがきづけるように
君が君が,きみがきみが
君が君である為に,きみがきみであるために
君がくれた理想ノ海,きみがくれたりそうのうみ
君が死ぬのを眺めているよ,きみがしぬのをながめているよ
君が死んでも歌は死なない,きみがしんでもうたはしなない
きみがすき/黒髪ストロングP,きみがすき
君が好き/れるりり,きみがすき
君がそばにいるように／僕らのつづき,きみがそばにいるように　ぼくらのつづき
君が染めた夏空,きみがそめたなつぞら
君ガ空コソカナシケレ,きみがそらこそかなしけれ
君が夜の海に還るまで,きみがよるのうみにかえるまで
君が笑う空,きみがわらうそら
キミ×キミ,きみきみ
君しか愛せない魔法,きみしかあいせないまほう
キミゾラ,きみぞら
君だけがいない夏,きみだけがいないなつ
キミだけだよ,きみだけだよ
君だけに僕だけの,きみだけにぼくだけの
君だけの色,きみだけのいろ
君だけの夏,きみだけのなつ
君だけのミカタ,きみだけのみかた
きみだけみつめる,きみだけみつめる
君中毒,きみちゅうどく
君と歩く道,きみとあるくみち
